firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender,carrier
name340,lastname340,June,4,1999,BS Legal Management,+63 917 685 3086,Female,Globe
name341,lastname341,August,22,1999,BS Management,+63 917 949 6688,Female,Globe
name342,lastname342,July,2,1999,BS Management,+63 917 306 7389,Male,Globe
name343,lastname343,December,18,1998,BS Legal Management,+63 917 431 1238,Male,Globe
name344,lastname344,July,13,2000,BS IT Entrepreneurship,+63 918 185 7288,Male,Smart
name345,lastname345,April,19,1999,BS IT Entrepreneurship,+63 918 269 8208,Male,Smart
name346,lastname346,July,19,2000,BS IT Entrepreneurship,+63 917 816 8886,Female,Globe
name347,lastname347,March,21,1998,BS IT Entrepreneurship,+63 918 386 4602,Male,Smart
name348,lastname348,January,13,1997,BS IT Entrepreneurship,+63 917 728 4754,Female,Globe
name349,lastname349,February,18,1999,BS Management Engineering,+63 918 636 8281,Female,Smart
name350,lastname350,September,17,1997,BS Management Engineering,+63 917 301 6396,Male,Globe
name351,lastname351,December,21,1997,BS Legal Management,+63 917 683 8576,Female,Globe
name352,lastname352,February,28,1997,BS Management,+63 917 897 3550,Male,Globe
name353,lastname353,June,11,2001,BS Communications Technology Management,+63 927 205 9262,Female,Globe
name354,lastname354,February,16,1997,BS IT Entrepreneurship,+63 918 120 1113,Female,Smart
name355,lastname355,April,1,1999,BS Communications Technology Management,+63 927 831 9943,Female,Globe
name356,lastname356,July,26,2001,BS Management,+63 918 111 2365,Male,Smart
name357,lastname357,August,5,1997,BS Communications Technology Management,+63 927 733 6775,Male,Globe
name358,lastname358,August,17,1999,BS IT Entrepreneurship,+63 917 354 8160,Female,Globe
name359,lastname359,December,18,2000,BS Management,+63 927 612 3910,Female,Globe
name360,lastname360,May,11,1999,BS Management,+63 927 228 4106,Male,Globe
name361,lastname361,February,9,2001,BS Legal Management,+63 918 211 1764,Male,Smart
name362,lastname362,September,27,2001,BS Management Engineering,+63 917 340 3848,Male,Globe
name363,lastname363,October,21,1997,BS Management,+63 927 317 3533,Male,Globe
name364,lastname364,January,8,1997,BS Management,+63 927 592 8138,Female,Globe
name365,lastname365,July,6,1999,BS Management Engineering,+63 917 102 3528,Female,Globe
name366,lastname366,November,13,1997,BS IT Entrepreneurship,+63 918 384 3861,Male,Smart
name367,lastname367,May,15,1998,BS IT Entrepreneurship,+63 917 277 1823,Male,Globe
name368,lastname368,June,22,2000,BS IT Entrepreneurship,+63 927 594 7966,Male,Globe
name369,lastname369,March,1,2000,BS Management Engineering,+63 927 195 7539,Male,Globe
name370,lastname370,September,3,2001,BS IT Entrepreneurship,+63 927 126 8314,Female,Globe
name371,lastname371,January,26,1998,BS Legal Management,+63 927 788 6832,Female,Globe
name372,lastname372,August,25,1997,BS Communications Technology Management,+63 917 768 3190,Female,Globe
name373,lastname373,April,4,1998,BS Communications Technology Management,+63 927 499 8056,Male,Globe
name374,lastname374,March,6,1998,BS Communications Technology Management,+63 917 196 2990,Male,Globe
name375,lastname375,August,21,1999,BS IT Entrepreneurship,+63 918 187 3716,Male,Smart
name376,lastname376,April,24,1998,BS Management Engineering,+63 917 691 7182,Male,Globe
name377,lastname377,February,9,1998,BS IT Entrepreneurship,+63 927 256 3795,Female,Globe
name378,lastname378,December,5,1999,BS Communications Technology Management,+63 927 176 7320,Male,Globe
name379,lastname379,January,26,1997,BS Communications Technology Management,+63 927 360 1774,Male,Globe
name380,lastname380,March,12,1998,BS Management,+63 927 990 1362,Female,Globe
name381,lastname381,November,21,1998,BS Management,+63 918 334 8614,Female,Smart
name382,lastname382,June,14,1999,BS IT Entrepreneurship,+63 917 688 8237,Female,Globe
name383,lastname383,July,27,1999,BS Management Engineering,+63 927 547 7228,Female,Globe
name384,lastname384,February,6,1997,BS Legal Management,+63 927 731 1675,Male,Globe
name385,lastname385,September,18,1998,BS Legal Management,+63 918 389 8961,Male,Smart
name386,lastname386,October,6,1999,BS Management Engineering,+63 927 568 4260,Female,Globe
name387,lastname387,June,16,1999,BS Management,+63 927 477 1635,Female,Globe
name388,lastname388,January,2,2000,BS IT Entrepreneurship,+63 917 261 6867,Female,Globe
name389,lastname389,September,24,1999,BS Communications Technology Management,+63 927 508 2670,Female,Globe
name390,lastname390,January,21,2000,BS Management Engineering,+63 917 293 6725,Male,Globe
name391,lastname391,December,16,2000,BS Management,+63 927 487 4223,Female,Globe
name392,lastname392,August,2,1999,BS IT Entrepreneurship,+63 917 763 4974,Male,Globe
name393,lastname393,June,28,1998,BS Legal Management,+63 917 793 6625,Female,Globe
name394,lastname394,June,13,1999,BS IT Entrepreneurship,+63 927 552 3618,Female,Globe
name395,lastname395,January,23,2001,BS Management,+63 917 187 1504,Male,Globe
name396,lastname396,September,19,1999,BS Legal Management,+63 917 655 6808,Female,Globe
name397,lastname397,January,8,1999,BS Management Engineering,+63 918 441 4937,Male,Smart
name398,lastname398,September,2,1999,BS Legal Management,+63 917 807 2225,Male,Globe
name399,lastname399,August,25,2001,BS Management,+63 927 589 3638,Male,Globe
name400,lastname400,February,9,1999,BS Management,+63 917 785 6859,Female,Globe
name401,lastname401,October,3,1998,BS Management,+63 918 593 5046,Female,Smart
name402,lastname402,March,4,2001,BS IT Entrepreneurship,+63 918 486 8396,Male,Smart
name403,lastname403,June,20,1998,BS IT Entrepreneurship,+63 917 281 9618,Female,Globe
name404,lastname404,May,23,1997,BS Communications Technology Management,+63 917 621 8869,Male,Globe
name405,lastname405,November,4,1999,BS Management Engineering,+63 927 924 6856,Male,Globe
name406,lastname406,December,11,1998,BS Management Engineering,+63 918 184 7364,Female,Smart
name407,lastname407,May,17,1998,BS Management,+63 927 794 4417,Male,Globe
name408,lastname408,July,17,2001,BS Management,+63 927 472 7168,Female,Globe
name409,lastname409,August,1,1997,BS Management Engineering,+63 918 483 2009,Female,Smart
name410,lastname410,August,22,1997,BS Communications Technology Management,+63 917 347 8315,Male,Globe
name411,lastname411,February,20,1998,BS IT Entrepreneurship,+63 917 881 3071,Male,Globe
name412,lastname412,February,10,1999,BS Management,+63 917 681 7070,Female,Globe
name413,lastname413,May,9,1997,BS Management Engineering,+63 917 277 3163,Male,Globe
name414,lastname414,June,5,2001,BS IT Entrepreneurship,+63 917 367 2247,Male,Globe
name415,lastname415,November,15,1999,BS IT Entrepreneurship,+63 927 996 8602,Female,Globe
name416,lastname416,May,25,1998,BS Communications Technology Management,+63 917 211 3821,Female,Globe
name417,lastname417,June,12,1997,BS Management Engineering,+63 927 137 5483,Male,Globe
name418,lastname418,February,22,1998,BS IT Entrepreneurship,+63 927 146 1580,Female,Globe
name419,lastname419,February,14,1999,BS Management,+63 917 686 4318,Male,Globe
name420,lastname420,May,7,1999,BS Management,+63 918 870 7055,Female,Smart
name421,lastname421,June,27,2001,BS Communications Technology Management,+63 917 306 8677,Female,Globe
name422,lastname422,July,3,1997,BS Communications Technology Management,+63 927 364 8721,Male,Globe
name423,lastname423,September,14,2000,BS Management,+63 917 520 5319,Male,Globe
name424,lastname424,April,6,1998,BS Management,+63 918 812 6741,Female,Smart
name425,lastname425,April,14,1999,BS Management,+63 918 784 4632,Male,Smart
name426,lastname426,March,15,2000,BS Management Engineering,+63 927 103 8881,Female,Globe
name427,lastname427,November,13,1997,BS Management,+63 927 869 8588,Male,Globe
name428,lastname428,April,19,1998,BS Communications Technology Management,+63 918 373 8418,Male,Smart
name429,lastname429,November,10,2001,BS Communications Technology Management,+63 918 313 7865,Female,Smart
name430,lastname430,February,5,2001,BS Communications Technology Management,+63 927 804 2579,Female,Globe
name431,lastname431,June,5,1998,BS Management Engineering,+63 917 648 3069,Female,Globe
name432,lastname432,March,27,2001,BS Communications Technology Management,+63 927 329 1747,Female,Globe
name433,lastname433,November,17,1997,BS Management,+63 927 297 9518,Male,Globe
name434,lastname434,December,14,1997,BS Management Engineering,+63 927 931 6877,Male,Globe
name435,lastname435,August,23,2000,BS IT Entrepreneurship,+63 917 307 2012,Male,Globe
name436,lastname436,January,13,1998,BS IT Entrepreneurship,+63 917 243 4142,Male,Globe
name437,lastname437,February,28,2001,BS Communications Technology Management,+63 927 116 5889,Female,Globe
name438,lastname438,May,24,2000,BS Legal Management,+63 917 746 9784,Female,Globe
name439,lastname439,April,13,1998,BS Legal Management,+63 917 228 3833,Female,Globe
name440,lastname440,May,14,1997,BS Legal Management,+63 917 896 3614,Male,Globe
name441,lastname441,May,28,1999,BS Management Engineering,+63 927 292 9675,Female,Globe
name442,lastname442,July,23,1999,BS Communications Technology Management,+63 918 786 1587,Female,Smart
name443,lastname443,January,20,1999,BS IT Entrepreneurship,+63 918 315 9445,Male,Smart
name444,lastname444,April,16,1999,BS Communications Technology Management,+63 918 185 3883,Female,Smart
name445,lastname445,September,23,1997,BS Legal Management,+63 918 133 8176,Male,Smart
name446,lastname446,July,16,2000,BS Legal Management,+63 917 158 9222,Male,Globe
name447,lastname447,May,26,1998,BS Communications Technology Management,+63 918 777 2751,Male,Smart
name448,lastname448,January,23,1998,BS Communications Technology Management,+63 918 407 6344,Female,Smart
name449,lastname449,April,26,1997,BS IT Entrepreneurship,+63 918 992 1668,Female,Smart
name450,lastname450,March,28,2001,BS Management,+63 918 661 9609,Male,Smart
name451,lastname451,March,26,2000,BS Legal Management,+63 918 554 4787,Male,Smart
name452,lastname452,December,27,1998,BS Legal Management,+63 927 196 8999,Male,Globe
name453,lastname453,October,24,1999,BS IT Entrepreneurship,+63 927 768 6004,Male,Globe
name454,lastname454,August,3,1999,BS IT Entrepreneurship,+63 918 563 6928,Male,Smart
name455,lastname455,March,4,1999,BS Management Engineering,+63 927 992 1613,Female,Globe
name456,lastname456,March,21,2000,BS Management,+63 918 966 5429,Female,Smart
name457,lastname457,December,24,1997,BS IT Entrepreneurship,+63 917 950 6481,Female,Globe
name458,lastname458,January,11,1998,BS IT Entrepreneurship,+63 927 174 8702,Female,Globe
name459,lastname459,January,26,2001,BS IT Entrepreneurship,+63 927 810 5085,Male,Globe
name460,lastname460,April,26,1997,BS Legal Management,+63 918 955 5912,Male,Smart
name461,lastname461,April,14,1997,BS Communications Technology Management,+63 917 365 4093,Female,Globe
name462,lastname462,August,13,2000,BS Legal Management,+63 927 161 4112,Female,Globe
name463,lastname463,December,9,2001,BS Management Engineering,+63 927 712 6963,Female,Globe
name464,lastname464,January,24,1999,BS Communications Technology Management,+63 918 694 3625,Male,Smart
name465,lastname465,February,27,1999,BS Management Engineering,+63 927 221 6429,Male,Globe
name466,lastname466,February,5,1997,BS Legal Management,+63 918 380 9040,Male,Smart
name467,lastname467,October,26,1999,BS IT Entrepreneurship,+63 917 319 5070,Male,Globe
name468,lastname468,June,8,2000,BS Communications Technology Management,+63 918 799 5285,Female,Smart
name469,lastname469,August,8,1999,BS IT Entrepreneurship,+63 918 941 5488,Female,Smart
name470,lastname470,June,21,1998,BS IT Entrepreneurship,+63 927 534 2876,Male,Globe
name471,lastname471,May,24,1999,BS Communications Technology Management,+63 917 908 5006,Male,Globe
name472,lastname472,January,28,1999,BS Management Engineering,+63 927 402 4494,Female,Globe
name473,lastname473,December,7,1999,BS Management Engineering,+63 918 754 3507,Female,Smart
name474,lastname474,November,19,1998,BS Management,+63 927 559 5075,Male,Globe
name475,lastname475,September,7,1998,BS IT Entrepreneurship,+63 927 733 7323,Female,Globe
name476,lastname476,March,7,1998,BS Management,+63 918 646 3244,Female,Smart
name477,lastname477,November,20,2000,BS Management Engineering,+63 917 320 8047,Male,Globe
name478,lastname478,August,4,1998,BS Management,+63 917 759 3071,Male,Globe
name479,lastname479,May,19,1999,BS Management Engineering,+63 918 870 9843,Male,Smart
name480,lastname480,June,3,1997,BS IT Entrepreneurship,+63 927 217 6206,Female,Globe
name481,lastname481,August,14,1999,BS Management Engineering,+63 927 861 5556,Female,Globe
name482,lastname482,January,20,2000,BS Legal Management,+63 927 545 5153,Male,Globe
name483,lastname483,November,17,2000,BS Legal Management,+63 918 373 5268,Female,Smart
name484,lastname484,June,10,1998,BS Management,+63 917 200 5708,Female,Globe
name485,lastname485,July,3,1997,BS Management Engineering,+63 918 417 2231,Female,Smart
name486,lastname486,May,9,1998,BS Management,+63 917 179 4262,Male,Globe
name487,lastname487,November,10,1997,BS IT Entrepreneurship,+63 917 695 4286,Female,Globe
name488,lastname488,November,16,1998,BS Management Engineering,+63 918 401 8010,Male,Smart
name489,lastname489,July,9,1999,BS IT Entrepreneurship,+63 927 710 7161,Male,Globe
name490,lastname490,September,2,1997,BS Communications Technology Management,+63 917 894 8484,Male,Globe
name491,lastname491,April,20,2001,BS Communications Technology Management,+63 918 221 2946,Male,Smart
name492,lastname492,June,15,1997,BS Management,+63 918 174 8000,Male,Smart
name493,lastname493,July,27,1998,BS IT Entrepreneurship,+63 918 702 6770,Female,Smart
name494,lastname494,December,9,2000,BS Legal Management,+63 918 695 2117,Female,Smart
name495,lastname495,June,5,1997,BS IT Entrepreneurship,+63 927 508 1619,Male,Globe
name496,lastname496,September,8,1999,BS IT Entrepreneurship,+63 917 395 6151,Male,Globe
name497,lastname497,May,19,1999,BS Management Engineering,+63 927 372 3298,Female,Globe
name498,lastname498,July,28,1998,BS Management Engineering,+63 918 531 2515,Male,Smart
name499,lastname499,July,3,1997,BS Legal Management,+63 917 396 4526,Female,Globe
name500,lastname500,December,11,1998,BS Management,+63 918 185 5929,Female,Smart
name501,lastname501,June,22,1997,BS Management,+63 917 590 9444,Male,Globe
name502,lastname502,July,24,1997,BS Management Engineering,+63 917 878 5177,Female,Globe
name503,lastname503,May,10,1997,BS IT Entrepreneurship,+63 927 567 2696,Female,Globe
name504,lastname504,June,5,2000,BS Legal Management,+63 918 406 5783,Female,Smart
name505,lastname505,July,20,1999,BS Management,+63 917 954 2865,Female,Globe
name506,lastname506,May,4,1999,BS Management Engineering,+63 927 643 5522,Female,Globe
name507,lastname507,August,12,1999,BS Management Engineering,+63 918 273 5732,Male,Smart
name508,lastname508,September,22,1997,BS Communications Technology Management,+63 917 802 1053,Male,Globe
name509,lastname509,April,10,2001,BS Communications Technology Management,+63 927 100 9522,Female,Globe
name510,lastname510,December,28,1998,BS Communications Technology Management,+63 918 449 1726,Female,Smart
name511,lastname511,April,11,1998,BS Management Engineering,+63 917 688 3781,Male,Globe
name512,lastname512,August,18,1998,BS Management Engineering,+63 917 543 6559,Female,Globe
